id,url,com2us_id,family_id,name,awaken_level,element,archetype,skill_ups_to_max,max_lvl_hp,max_lvl_attack,max_lvl_defense,speed,crit_rate,crit_damage,resistance,accuracy
1963,https://swarfarm.com/api/v2/monsters/1963/,26102,26100,Battle Angel,0,Fire,Attack,12.0,9390,834,516,103,15,50,15,0
1964,https://swarfarm.com/api/v2/monsters/1964/,26103,26100,Battle Angel,0,Wind,Attack,9.0,9555,790,549,103,15,50,15,0
1965,https://swarfarm.com/api/v2/monsters/1965/,26104,26100,Battle Angel,0,Light,Attack,12.0,9720,747,582,103,15,50,15,0
1966,https://swarfarm.com/api/v2/monsters/1966/,26105,26100,Battle Angel,0,Dark,Attack,12.0,9555,801,538,103,15,50,15,0
1967,https://swarfarm.com/api/v2/monsters/1967/,26111,26100,Amber,1,Water,Attack,10.0,10545,812,626,104,15,50,15,25
1968,https://swarfarm.com/api/v2/monsters/1968/,26112,26100,Claire,1,Fire,Attack,12.0,9885,900,582,104,30,50,15,0
1969,https://swarfarm.com/api/v2/monsters/1969/,26113,26100,Sonia,1,Wind,Attack,9.0,10215,867,593,119,15,50,15,0
1970,https://swarfarm.com/api/v2/monsters/1970/,26114,26100,Veronica,1,Light,Attack,12.0,10545,823,615,104,15,50,15,25
1971,https://swarfarm.com/api/v2/monsters/1971/,26115,26100,Destiny,1,Dark,Attack,12.0,10215,889,571,104,30,50,15,0
1972,https://swarfarm.com/api/v2/monsters/1972/,26203,26200,용감한 쿠키,0,Wind,Attack,9.0,8895,758,626,94,15,50,15,0
1973,https://swarfarm.com/api/v2/monsters/1973/,26213,26200,GingerBrave,1,Wind,Attack,9.0,9885,823,659,110,15,50,15,0
1974,https://swarfarm.com/api/v2/monsters/1974/,26301,26300,퓨어바닐라 쿠키(물),0,Water,Support,11.0,9885,670,648,95,15,50,15,0
1975,https://swarfarm.com/api/v2/monsters/1975/,26302,26300,퓨어바닐라 쿠키(불),0,Fire,Support,10.0,10050,637,670,95,15,50,15,0
1976,https://swarfarm.com/api/v2/monsters/1976/,26303,26300,퓨어바닐라 쿠키(바람),0,Wind,Support,10.0,10380,626,659,95,15,50,15,0
1977,https://swarfarm.com/api/v2/monsters/1977/,26304,26300,퓨어바닐라 쿠키(빛),0,Light,Support,11.0,10215,604,692,95,15,50,15,0
1978,https://swarfarm.com/api/v2/monsters/1978/,26305,26300,퓨어바닐라 쿠키(어둠),0,Dark,Support,11.0,9720,692,637,95,15,50,15,0
1979,https://swarfarm.com/api/v2/monsters/1979/,26311,26300,Pure Vanilla Cookie,1,Water,Support,11.0,10710,736,692,111,15,50,15,0
1980,https://swarfarm.com/api/v2/monsters/1980/,26312,26300,Pure Vanilla Cookie,1,Fire,Support,10.0,10875,681,736,96,15,50,40,0
1981,https://swarfarm.com/api/v2/monsters/1981/,26313,26300,Pure Vanilla Cookie,1,Wind,Support,10.0,11205,670,725,96,15,50,40,0
1982,https://swarfarm.com/api/v2/monsters/1982/,26314,26300,Pure Vanilla Cookie,1,Light,Support,11.0,11040,659,747,96,15,50,40,0
1983,https://swarfarm.com/api/v2/monsters/1983/,26315,26300,Pure Vanilla Cookie,1,Dark,Support,11.0,10545,747,692,96,15,50,40,0
1984,https://swarfarm.com/api/v2/monsters/1984/,26401,26400,홀리베리 쿠키(물),0,Water,Defense,11.0,9555,604,736,100,15,50,15,0
1985,https://swarfarm.com/api/v2/monsters/1985/,26402,26400,홀리베리 쿠키(불),0,Fire,Defense,11.0,8895,560,823,100,15,50,15,0
1986,https://swarfarm.com/api/v2/monsters/1986/,26403,26400,홀리베리 쿠키(바람),0,Wind,Defense,11.0,9060,604,769,100,15,50,15,0
1987,https://swarfarm.com/api/v2/monsters/1987/,26404,26400,홀리베리 쿠키(빛),0,Light,Defense,10.0,9225,571,790,100,15,50,15,0
1988,https://swarfarm.com/api/v2/monsters/1988/,26405,26400,홀리베리 쿠키(어둠),0,Dark,Defense,10.0,9390,615,736,100,15,50,15,0
1989,https://swarfarm.com/api/v2/monsters/1989/,26411,26400,Hollyberry Cookie,1,Water,Defense,11.0,10215,637,823,101,30,50,15,0
1990,https://swarfarm.com/api/v2/monsters/1990/,26412,26400,Hollyberry Cookie,1,Fire,Defense,11.0,9555,604,900,101,15,50,40,0
1991,https://swarfarm.com/api/v2/monsters/1991/,26413,26400,Hollyberry Cookie,1,Wind,Defense,11.0,9885,648,834,101,15,50,40,0
1992,https://swarfarm.com/api/v2/monsters/1992/,26414,26400,Hollyberry Cookie,1,Light,Defense,10.0,9720,615,878,101,15,50,15,25
1993,https://swarfarm.com/api/v2/monsters/1993/,26415,26400,Hollyberry Cookie,1,Dark,Defense,10.0,10050,659,812,101,15,50,15,25
1994,https://swarfarm.com/api/v2/monsters/1994/,26501,26500,에스프레소맛 쿠키(물),0,Water,Attack,10.0,9225,703,494,98,15,50,15,0
1995,https://swarfarm.com/api/v2/monsters/1995/,26502,26500,에스프레소맛 쿠키(불),0,Fire,Attack,11.0,8730,736,494,98,15,50,15,0
1996,https://swarfarm.com/api/v2/monsters/1996/,26503,26500,에스프레소맛 쿠키(바람),0,Wind,Attack,10.0,8565,714,527,98,15,50,15,0
1997,https://swarfarm.com/api/v2/monsters/1997/,26504,26500,에스프레소맛 쿠키(빛),0,Light,Attack,11.0,9060,714,494,98,15,50,15,0
1998,https://swarfarm.com/api/v2/monsters/1998/,26505,26500,에스프레소맛 쿠키(어둠),0,Dark,Attack,12.0,8565,725,516,98,15,50,15,0
1999,https://swarfarm.com/api/v2/monsters/1999/,26511,26500,Espresso Cookie,1,Water,Attack,10.0,9885,790,527,114,15,50,15,0
2000,https://swarfarm.com/api/v2/monsters/2000/,26512,26500,Espresso Cookie,1,Fire,Attack,11.0,9390,812,538,99,15,50,15,25
2001,https://swarfarm.com/api/v2/monsters/2001/,26513,26500,Espresso Cookie,1,Wind,Attack,10.0,9060,801,571,99,30,50,15,0
2002,https://swarfarm.com/api/v2/monsters/2002/,26514,26500,Espresso Cookie,1,Light,Attack,11.0,9720,790,538,99,15,50,15,25
2003,https://swarfarm.com/api/v2/monsters/2003/,26515,26500,Espresso Cookie,1,Dark,Attack,12.0,9225,801,560,99,30,50,15,0
2004,https://swarfarm.com/api/v2/monsters/2004/,26601,26600,마들렌맛 쿠키(물),0,Water,Attack,10.0,9060,670,538,102,15,50,15,0
2005,https://swarfarm.com/api/v2/monsters/2005/,26602,26600,마들렌맛 쿠키(불),0,Fire,Attack,9.0,8895,659,560,102,15,50,15,0
2006,https://swarfarm.com/api/v2/monsters/2006/,26603,26600,마들렌맛 쿠키(바람),0,Wind,HP,10.0,9885,604,549,102,15,50,15,0
2007,https://swarfarm.com/api/v2/monsters/2007/,26604,26600,마들렌맛 쿠키(빛),0,Light,Attack,9.0,8730,681,549,102,15,50,15,0
2008,https://swarfarm.com/api/v2/monsters/2008/,26605,26600,마들렌맛 쿠키(어둠),0,Dark,HP,11.0,10050,615,527,102,15,50,15,0
2009,https://swarfarm.com/api/v2/monsters/2009/,26611,26600,Madeleine Cookie,1,Water,Attack,10.0,9885,747,571,103,15,50,15,0
2010,https://swarfarm.com/api/v2/monsters/2010/,26612,26600,Madeleine Cookie,1,Fire,Attack,9.0,9720,736,593,103,15,50,15,0
2011,https://swarfarm.com/api/v2/monsters/2011/,26613,26600,Madeleine Cookie,1,Wind,HP,10.0,10710,659,604,103,15,50,15,0
2012,https://swarfarm.com/api/v2/monsters/2012/,26614,26600,Madeleine Cookie,1,Light,Attack,9.0,9555,758,582,103,15,50,15,0
2013,https://swarfarm.com/api/v2/monsters/2013/,26615,26600,Madeleine Cookie,1,Dark,HP,11.0,11205,670,560,103,15,50,15,0
2014,https://swarfarm.com/api/v2/monsters/2014/,26703,26700,Lollipop Warrior,0,Wind,Attack,9.0,8895,758,626,94,15,50,15,0
2015,https://swarfarm.com/api/v2/monsters/2015/,26713,26700,Thomas,1,Wind,Attack,9.0,9885,823,659,110,15,50,15,0
2016,https://swarfarm.com/api/v2/monsters/2016/,26801,26800,Pudding Princess,0,Water,Support,11.0,9885,670,648,95,15,50,15,0
2017,https://swarfarm.com/api/v2/monsters/2017/,26802,26800,Pudding Princess,0,Fire,Support,10.0,10050,637,670,95,15,50,15,0
2018,https://swarfarm.com/api/v2/monsters/2018/,26803,26800,Pudding Princess,0,Wind,Support,10.0,10380,626,659,95,15,50,15,0
2019,https://swarfarm.com/api/v2/monsters/2019/,26804,26800,Pudding Princess,0,Light,Support,11.0,10215,604,692,95,15,50,15,0
2020,https://swarfarm.com/api/v2/monsters/2020/,26805,26800,Pudding Princess,0,Dark,Support,11.0,9720,692,637,95,15,50,15,0
2021,https://swarfarm.com/api/v2/monsters/2021/,26811,26800,Adriana,1,Water,Support,11.0,10710,736,692,111,15,50,15,0
2022,https://swarfarm.com/api/v2/monsters/2022/,26812,26800,Lucia,1,Fire,Support,10.0,10875,681,736,96,15,50,40,0
2023,https://swarfarm.com/api/v2/monsters/2023/,26813,26800,Angela,1,Wind,Support,10.0,11205,670,725,96,15,50,40,0
2024,https://swarfarm.com/api/v2/monsters/2024/,26814,26800,Ariana,1,Light,Support,11.0,11040,659,747,96,15,50,40,0
2025,https://swarfarm.com/api/v2/monsters/2025/,26815,26800,Elena,1,Dark,Support,11.0,10545,747,692,96,15,50,40,0
2026,https://swarfarm.com/api/v2/monsters/2026/,26901,26900,Macaron Guard,0,Water,Defense,11.0,9555,604,736,100,15,50,15,0
2027,https://swarfarm.com/api/v2/monsters/2027/,26902,26900,Macaron Guard,0,Fire,Defense,11.0,8895,560,823,100,15,50,15,0
2028,https://swarfarm.com/api/v2/monsters/2028/,26903,26900,Macaron Guard,0,Wind,Defense,11.0,9060,604,769,100,15,50,15,0
2029,https://swarfarm.com/api/v2/monsters/2029/,26904,26900,Macaron Guard,0,Light,Defense,10.0,9225,571,790,100,15,50,15,0
2030,https://swarfarm.com/api/v2/monsters/2030/,26905,26900,Macaron Guard,0,Dark,Defense,10.0,9390,615,736,100,15,50,15,0
2031,https://swarfarm.com/api/v2/monsters/2031/,26911,26900,Manon,1,Water,Defense,11.0,10215,637,823,101,30,50,15,0
2032,https://swarfarm.com/api/v2/monsters/2032/,26912,26900,Alice,1,Fire,Defense,11.0,9555,604,900,101,15,50,40,0
2033,https://swarfarm.com/api/v2/monsters/2033/,26913,26900,Jade,1,Wind,Defense,11.0,9885,648,834,101,15,50,40,0
2034,https://swarfarm.com/api/v2/monsters/2034/,26914,26900,Audrey,1,Light,Defense,10.0,9720,615,878,101,15,50,15,25
2035,https://swarfarm.com/api/v2/monsters/2035/,26915,26900,Giselle,1,Dark,Defense,10.0,10050,659,812,101,15,50,15,25
2036,https://swarfarm.com/api/v2/monsters/2036/,27001,27000,Black Tea Bunny,0,Water,Attack,10.0,9225,703,494,98,15,50,15,0
2037,https://swarfarm.com/api/v2/monsters/2037/,27002,27000,Black Tea Bunny,0,Fire,Attack,11.0,8730,736,494,98,15,50,15,0
2038,https://swarfarm.com/api/v2/monsters/2038/,27003,27000,Black Tea Bunny,0,Wind,Attack,10.0,8565,714,527,98,15,50,15,0
2039,https://swarfarm.com/api/v2/monsters/2039/,27004,27000,Black Tea Bunny,0,Light,Attack,11.0,9060,714,494,98,15,50,15,0
2040,https://swarfarm.com/api/v2/monsters/2040/,27005,27000,Black Tea Bunny,0,Dark,Attack,12.0,8565,725,516,98,15,50,15,0
2041,https://swarfarm.com/api/v2/monsters/2041/,27011,27000,Rosemary,1,Water,Attack,10.0,9885,790,527,114,15,50,15,0
2042,https://swarfarm.com/api/v2/monsters/2042/,27012,27000,Hibiscus,1,Fire,Attack,11.0,9390,812,538,99,15,50,15,25
2043,https://swarfarm.com/api/v2/monsters/2043/,27013,27000,Chamomile,1,Wind,Attack,10.0,9060,801,571,99,30,50,15,0
2044,https://swarfarm.com/api/v2/monsters/2044/,27014,27000,Jasmine,1,Light,Attack,11.0,9720,790,538,99,15,50,15,25
2045,https://swarfarm.com/api/v2/monsters/2045/,27015,27000,Lavender,1,Dark,Attack,12.0,9225,801,560,99,30,50,15,0
2046,https://swarfarm.com/api/v2/monsters/2046/,27101,27100,Choco Knight,0,Water,Attack,10.0,9060,670,538,102,15,50,15,0
2047,https://swarfarm.com/api/v2/monsters/2047/,27102,27100,Choco Knight,0,Fire,Attack,9.0,8895,659,560,102,15,50,15,0
2048,https://swarfarm.com/api/v2/monsters/2048/,27103,27100,Choco Knight,0,Wind,HP,10.0,9885,604,549,102,15,50,15,0
2049,https://swarfarm.com/api/v2/monsters/2049/,27104,27100,Choco Knight,0,Light,Attack,9.0,8730,681,549,102,15,50,15,0
2050,https://swarfarm.com/api/v2/monsters/2050/,27105,27100,Choco Knight,0,Dark,HP,11.0,10050,615,527,102,15,50,15,0
2051,https://swarfarm.com/api/v2/monsters/2051/,27111,27100,Ganache,1,Water,Attack,10.0,9885,747,571,103,15,50,15,0
2052,https://swarfarm.com/api/v2/monsters/2052/,27112,27100,Pavé,1,Fire,Attack,9.0,9720,736,593,103,15,50,15,0
2053,https://swarfarm.com/api/v2/monsters/2053/,27113,27100,Praline,1,Wind,HP,10.0,10710,659,604,103,15,50,15,0
2054,https://swarfarm.com/api/v2/monsters/2054/,27114,27100,Fudge,1,Light,Attack,9.0,9555,758,582,103,15,50,15,0
2055,https://swarfarm.com/api/v2/monsters/2055/,27115,27100,Truffle,1,Dark,HP,11.0,11205,670,560,103,15,50,15,0
2056,https://swarfarm.com/api/v2/monsters/2056/,72001,72000,King Slime,0,Water,none,0.0,6585,439,439,100,15,50,30,0
2057,https://swarfarm.com/api/v2/monsters/2057/,72002,72000,King Slime,0,Fire,none,0.0,6585,439,439,100,15,50,30,0
2058,https://swarfarm.com/api/v2/monsters/2058/,72003,72000,King Slime,0,Wind,none,0.0,6585,439,439,100,15,50,30,0
2059,https://swarfarm.com/api/v2/monsters/2059/,72011,72000,길드보스(물),0,Water,none,0.0,6585,439,439,20,15,50,30,0
2060,https://swarfarm.com/api/v2/monsters/2060/,72012,72000,길드보스(불),0,Fire,none,0.0,6585,439,439,20,15,50,30,0
2061,https://swarfarm.com/api/v2/monsters/2061/,72013,72000,길드보스(바람),0,Wind,none,0.0,6585,439,439,20,15,50,30,0
2062,https://swarfarm.com/api/v2/monsters/2062/,72021,72000,길드보스(물),0,Water,none,0.0,6585,439,439,20,15,50,30,0
2063,https://swarfarm.com/api/v2/monsters/2063/,72022,72000,길드보스(불),0,Fire,none,0.0,6585,439,439,20,15,50,30,0
2064,https://swarfarm.com/api/v2/monsters/2064/,72023,72000,길드보스(바람),0,Wind,none,0.0,6585,439,439,20,15,50,30,0
2065,https://swarfarm.com/api/v2/monsters/2065/,72031,72000,길드보스(물),0,Water,none,0.0,6585,439,439,20,15,50,30,0
2066,https://swarfarm.com/api/v2/monsters/2066/,72032,72000,길드보스(불),0,Fire,none,0.0,6585,439,439,20,15,50,30,0
2067,https://swarfarm.com/api/v2/monsters/2067/,72033,72000,길드보스(바람),0,Wind,none,0.0,6585,439,439,20,15,50,30,0
2068,https://swarfarm.com/api/v2/monsters/2068/,72041,72000,길드보스(물),0,Water,none,0.0,6585,439,439,20,15,50,30,0
2069,https://swarfarm.com/api/v2/monsters/2069/,72042,72000,길드보스(불),0,Fire,none,0.0,6585,439,439,20,15,50,30,0
2070,https://swarfarm.com/api/v2/monsters/2070/,72043,72000,길드보스(바람),0,Wind,none,0.0,6585,439,439,20,15,50,30,0
2071,https://swarfarm.com/api/v2/monsters/2071/,72051,72000,길드보스(물),0,Water,none,0.0,6585,439,439,20,15,50,30,0
2072,https://swarfarm.com/api/v2/monsters/2072/,72052,72000,길드보스(불),0,Fire,none,0.0,6585,439,439,20,15,50,30,0
2073,https://swarfarm.com/api/v2/monsters/2073/,72053,72000,길드보스(바람),0,Wind,none,0.0,6585,439,439,20,15,50,30,0
2074,https://swarfarm.com/api/v2/monsters/2074/,72061,72000,길드보스(물),0,Water,none,0.0,6585,439,439,20,15,50,30,0
2075,https://swarfarm.com/api/v2/monsters/2075/,72062,72000,길드보스(불),0,Fire,none,0.0,6585,439,439,20,15,50,30,0
2076,https://swarfarm.com/api/v2/monsters/2076/,72063,72000,길드보스(바람),0,Wind,none,0.0,6585,439,439,20,15,50,30,0
2077,https://swarfarm.com/api/v2/monsters/2077/,320001,320000,킹덤 콜라보 케이크 늑대,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
2078,https://swarfarm.com/api/v2/monsters/2078/,320002,320000,킹덤 콜라보 케이크 들개,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
2079,https://swarfarm.com/api/v2/monsters/2079/,320101,320100,케이크 늑대 대체 유닛,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
2080,https://swarfarm.com/api/v2/monsters/2080/,320102,320100,케이크 들개 대체 유닛,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
2081,https://swarfarm.com/api/v2/monsters/2081/,73006,73000,Red Velvet Dragon,0,Pure,none,0.0,6585,439,439,100,15,50,30,0
2082,https://swarfarm.com/api/v2/monsters/2082/,73106,73000,Dessert Kingdom Dragon,0,Pure,none,0.0,6585,439,439,100,15,50,30,0
2083,https://swarfarm.com/api/v2/monsters/2083/,73205,73200,Ancient Mimick,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
2084,https://swarfarm.com/api/v2/monsters/2084/,27201,27200,Puppeteer,0,Water,Support,10.0,10215,692,604,99,15,50,15,0
2085,https://swarfarm.com/api/v2/monsters/2085/,27202,27200,Puppeteer,0,Fire,Attack,12.0,8730,790,604,99,15,50,15,0
2086,https://swarfarm.com/api/v2/monsters/2086/,27203,27200,Puppeteer,0,Wind,Attack,10.0,9060,747,626,99,15,50,15,0
2087,https://swarfarm.com/api/v2/monsters/2087/,27204,27200,Puppeteer,0,Light,Support,10.0,10380,615,670,99,15,50,15,0
2088,https://swarfarm.com/api/v2/monsters/2088/,27205,27200,Puppeteer,0,Dark,Support,10.0,9885,736,582,99,15,50,15,0
2089,https://swarfarm.com/api/v2/monsters/2089/,27211,27200,Zibala,1,Water,Support,10.0,10875,769,648,115,15,50,15,0
2090,https://swarfarm.com/api/v2/monsters/2090/,27212,27200,Zima,1,Fire,Attack,12.0,9555,878,626,100,15,50,15,25
2091,https://swarfarm.com/api/v2/monsters/2091/,27213,27200,Smicer,1,Wind,Attack,10.0,10050,834,637,100,15,50,15,25
2092,https://swarfarm.com/api/v2/monsters/2092/,27214,27200,Kovarci,1,Light,Support,10.0,11535,648,725,100,15,50,40,0
2093,https://swarfarm.com/api/v2/monsters/2093/,27215,27200,Zenisek,1,Dark,Support,10.0,11040,780,626,100,15,50,15,25
2094,https://swarfarm.com/api/v2/monsters/2094/,27304,27300,알타이어(빛),0,Light,Attack,10.0,8730,823,571,97,15,50,15,0
2095,https://swarfarm.com/api/v2/monsters/2095/,27314,27300,Altaïr,1,Light,Attack,10.0,9390,900,615,98,15,50,40,0
2096,https://swarfarm.com/api/v2/monsters/2096/,27401,27400,에지오(물),0,Water,Attack,11.0,9060,834,538,97,15,50,15,0
2097,https://swarfarm.com/api/v2/monsters/2097/,27402,27400,에지오(불),0,Fire,Attack,11.0,9060,823,549,97,15,50,15,0
2098,https://swarfarm.com/api/v2/monsters/2098/,27403,27400,에지오(바람),0,Wind,Attack,13.0,8400,725,527,97,15,50,15,0
2099,https://swarfarm.com/api/v2/monsters/2099/,27404,27400,에지오(빛),0,Light,Attack,11.0,9555,812,527,97,15,50,15,0
2100,https://swarfarm.com/api/v2/monsters/2100/,27405,27400,에지오(어둠),0,Dark,Attack,13.0,8565,736,505,97,15,50,15,0
2101,https://swarfarm.com/api/v2/monsters/2101/,27411,27400,Ezio,1,Water,Attack,11.0,9720,911,582,113,15,50,15,0
2102,https://swarfarm.com/api/v2/monsters/2102/,27412,27400,Ezio,1,Fire,Attack,11.0,9885,889,593,98,15,50,15,25
2103,https://swarfarm.com/api/v2/monsters/2103/,27413,27400,Ezio,1,Wind,Attack,13.0,9225,801,560,98,15,50,15,0
2104,https://swarfarm.com/api/v2/monsters/2104/,27414,27400,Ezio,1,Light,Attack,11.0,10380,878,571,98,15,50,40,0
2105,https://swarfarm.com/api/v2/monsters/2105/,27415,27400,Ezio,1,Dark,Attack,13.0,9390,812,538,98,15,50,15,0
2106,https://swarfarm.com/api/v2/monsters/2106/,27501,27500,바예크(물),0,Water,Support,13.0,8895,659,560,102,15,50,15,0
2107,https://swarfarm.com/api/v2/monsters/2107/,27502,27500,바예크(불),0,Fire,HP,13.0,10875,681,571,102,15,50,15,0
2108,https://swarfarm.com/api/v2/monsters/2108/,27503,27500,바예크(바람),0,Wind,HP,11.0,11205,670,560,102,15,50,15,0
2109,https://swarfarm.com/api/v2/monsters/2109/,27504,27500,바예크(빛),0,Light,HP,13.0,10380,604,516,102,15,50,15,0
2110,https://swarfarm.com/api/v2/monsters/2110/,27505,27500,바예크(어둠),0,Dark,Support,12.0,10215,692,604,102,15,50,15,0
2111,https://swarfarm.com/api/v2/monsters/2111/,27511,27500,Bayek,1,Water,Support,13.0,10050,714,593,103,15,50,15,0
2112,https://swarfarm.com/api/v2/monsters/2112/,27512,27500,Bayek,1,Fire,HP,13.0,12180,725,604,103,30,50,15,0
2113,https://swarfarm.com/api/v2/monsters/2113/,27513,27500,Bayek,1,Wind,HP,11.0,12510,714,593,103,15,50,15,25
2114,https://swarfarm.com/api/v2/monsters/2114/,27514,27500,Bayek,1,Light,HP,13.0,11535,659,549,103,15,50,15,0
2115,https://swarfarm.com/api/v2/monsters/2115/,27515,27500,Bayek,1,Dark,Support,12.0,10875,747,670,103,30,50,15,0
2116,https://swarfarm.com/api/v2/monsters/2116/,27601,27600,카산드라(물),0,Water,Support,11.0,9390,615,571,99,15,50,15,0
2117,https://swarfarm.com/api/v2/monsters/2117/,27602,27600,카산드라(불),0,Fire,Attack,11.0,9225,801,560,99,15,50,15,0
2118,https://swarfarm.com/api/v2/monsters/2118/,27603,27600,카산드라(바람),0,Wind,Attack,12.0,9060,780,593,99,15,50,15,0
2119,https://swarfarm.com/api/v2/monsters/2119/,27604,27600,카산드라(빛),0,Light,Support,12.0,9060,648,560,99,15,50,15,0
2120,https://swarfarm.com/api/v2/monsters/2120/,27605,27600,카산드라(어둠),0,Dark,Attack,11.0,8565,834,571,99,15,50,15,0
2121,https://swarfarm.com/api/v2/monsters/2121/,27611,27600,Kassandra,1,Water,Support,11.0,10380,670,615,100,15,50,15,0
2122,https://swarfarm.com/api/v2/monsters/2122/,27612,27600,Kassandra,1,Fire,Attack,11.0,9885,878,604,100,30,50,15,0
2123,https://swarfarm.com/api/v2/monsters/2123/,27613,27600,Kassandra,1,Wind,Attack,12.0,9720,867,626,100,15,50,15,25
2124,https://swarfarm.com/api/v2/monsters/2124/,27614,27600,Kassandra,1,Light,Support,12.0,9885,703,615,100,15,50,15,0
2125,https://swarfarm.com/api/v2/monsters/2125/,27615,27600,Kassandra,1,Dark,Attack,11.0,9720,889,604,100,30,50,15,0
2126,https://swarfarm.com/api/v2/monsters/2126/,27701,27700,에이보르(물),0,Water,Support,12.0,9555,670,670,102,15,50,15,0
2127,https://swarfarm.com/api/v2/monsters/2127/,27702,27700,에이보르(불),0,Fire,HP,11.0,10545,615,494,102,15,50,15,0
2128,https://swarfarm.com/api/v2/monsters/2128/,27703,27700,에이보르(바람),0,Wind,Support,13.0,9225,593,604,102,15,50,15,0
2129,https://swarfarm.com/api/v2/monsters/2129/,27704,27700,에이보르(빛),0,Light,Attack,11.0,9060,812,560,102,15,50,15,0
2130,https://swarfarm.com/api/v2/monsters/2130/,27705,27700,에이보르(어둠),0,Dark,HP,11.0,11040,681,560,102,15,50,15,0
2131,https://swarfarm.com/api/v2/monsters/2131/,27711,27700,Eivor,1,Water,Support,12.0,10050,736,736,103,15,50,15,25
2132,https://swarfarm.com/api/v2/monsters/2132/,27712,27700,Eivor,1,Fire,HP,11.0,11700,670,527,103,15,50,15,0
2133,https://swarfarm.com/api/v2/monsters/2133/,27713,27700,Eivor,1,Wind,Support,13.0,10050,648,659,103,15,50,15,0
2134,https://swarfarm.com/api/v2/monsters/2134/,27714,27700,Eivor,1,Light,Attack,11.0,10050,867,604,118,15,50,15,0
2135,https://swarfarm.com/api/v2/monsters/2135/,27715,27700,Eivor,1,Dark,HP,11.0,12180,736,593,103,15,50,40,0
2136,https://swarfarm.com/api/v2/monsters/2136/,73301,73300,Legion Commander of Conviction,0,Water,none,0.0,6585,439,439,100,15,50,15,0
2137,https://swarfarm.com/api/v2/monsters/2137/,73302,73300,Legion Commander of Retribution,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
2138,https://swarfarm.com/api/v2/monsters/2138/,73303,73300,Legion Commander of Judgment,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
2139,https://swarfarm.com/api/v2/monsters/2139/,320201,100000,Templar Royal Guard,0,Water,none,0.0,6585,439,439,100,15,50,15,0
2140,https://swarfarm.com/api/v2/monsters/2140/,320202,100000,Templar Royal Guard,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
2141,https://swarfarm.com/api/v2/monsters/2141/,320203,100000,Templar Royal Guard,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
2142,https://swarfarm.com/api/v2/monsters/2142/,320211,100000,Templar Elite Guard,0,Water,none,0.0,6585,439,439,100,15,50,15,0
2143,https://swarfarm.com/api/v2/monsters/2143/,320212,100000,Templar Elite Guard,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
2144,https://swarfarm.com/api/v2/monsters/2144/,320213,100000,Templar Elite Guard,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
2145,https://swarfarm.com/api/v2/monsters/2145/,73401,73400,Legion Commander of Conviction,0,Water,none,0.0,6585,439,439,100,15,50,15,0
2146,https://swarfarm.com/api/v2/monsters/2146/,73402,73400,Legion Commander of Retribution,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
2147,https://swarfarm.com/api/v2/monsters/2147/,73403,73400,Legion Commander of Judgment,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
2148,https://swarfarm.com/api/v2/monsters/2148/,320221,100000,Templar Royal Guard,0,Water,none,0.0,6585,439,439,100,15,50,15,0
2149,https://swarfarm.com/api/v2/monsters/2149/,320222,100000,Templar Royal Guard,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
2150,https://swarfarm.com/api/v2/monsters/2150/,320223,100000,Templar Royal Guard,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
2151,https://swarfarm.com/api/v2/monsters/2151/,320231,100000,Templar Elite Guard,0,Water,none,0.0,6585,439,439,100,15,50,15,0
2152,https://swarfarm.com/api/v2/monsters/2152/,320232,100000,Templar Elite Guard,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
2153,https://swarfarm.com/api/v2/monsters/2153/,320233,100000,Templar Elite Guard,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
2154,https://swarfarm.com/api/v2/monsters/2154/,900001,45000,만우절이벤트 아이린,0,Water,none,,9885,659,494,100,15,50,15,0
2155,https://swarfarm.com/api/v2/monsters/2155/,27804,27800,Dual Blade,0,Light,Attack,10.0,8730,823,571,97,15,50,15,0
2156,https://swarfarm.com/api/v2/monsters/2156/,27814,27800,Frederic,1,Light,Attack,10.0,9390,900,615,98,15,50,40,0
2157,https://swarfarm.com/api/v2/monsters/2157/,27901,27900,Steel Commander,0,Water,Attack,11.0,9060,834,538,97,15,50,15,0
2158,https://swarfarm.com/api/v2/monsters/2158/,27902,27900,Steel Commander,0,Fire,Attack,11.0,9060,823,549,97,15,50,15,0
2159,https://swarfarm.com/api/v2/monsters/2159/,27903,27900,Steel Commander,0,Wind,Attack,13.0,8400,725,527,97,15,50,15,0
